regional,circunscricao,site_oficial,url_fonte,titulo_pagina,cnpj_detectado,emails_detectados,telefones_detectados,trechos_doacao,data_coleta,status_validacao
Regional Sul 3,Diocese de Vacaria,https://www.diocesevacaria.com.br/,https://www.diocesevacaria.com.br/mensagem-do-santo-padre-leao-xiv-para-o-lxiii-dia-mundial-de-oracao-pelas-vocacoes/,MENSAGEM DO SANTO PADRE LEÃO XIV PARA O LXIII DIA MUNDIAL DE ORAÇÃO PELAS VOCAÇÕES - Diocese de Vacaria,,ascomdiocesevacaria@gmail.com; mitra@diocesevacaria.com.br,(54) 3231-1373; +55 54 8405-1511; +55 54 8443-3665; +55 54 9617-0473; +55 54 98405-4396,"«O Senhor da vida conhece-nos e ilumina o nosso coração com o seu olhar de amor».  [3]  Com efeito, cada vocação só pode começar a partir da consciência e da experiência de um Deus que é Amor (cf.  1 Jo  4, 16): Ele conhece-nos profundamente, contou os cabelos",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Diocese de Blumenau,https://diocesedeblumenau.org.br/,https://diocesedeblumenau.org.br/o-convite-a-promover-a-unidade-entre-o-bispo-e-o-seu-clero-no-discurso-de-bento-xvi-a-um-grupo-de-bispos-indianos/,"O convite a promover a unidade entre o bispo e o seu clero, no discurso de Bento XVI a um grupo de bispos indianos – Diocese de Blumenau",,,(47) 3322-4435; 2009-2026,"O Papa manifestou a estima da Igreja inteira por todas as mulheres religiosas na Índia, que dão testemunho da santidade, vitalidade e esperança da Igreja indiana. ""Elas oferecem as suas orações e realizam várias boas obras, muitas vezes escondidas, mas de gran",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 2,Diocese de Apucarana,http://www.diocesedeapucarana.com.br/,https://diocesedeapucarana.com.br/,D.A Online - Diocese de Apucarana,,contato@diocesedeapucarana.com.br,(43) 3423-1428,"Sua doação transforma vidas | Ao fazer sua doação, você contribui diretamente para transformar a vida de pessoas em situação de vulnerabilidade, fortalecendo nossa missão de amor e solidariedade.",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Arquidiocese de Florianópolis,http://www.arquifln.org.br/,https://arquifln.org.br/jornal-da-arquidiocese/comunidade-vai-ao-encontro-do-mais-necessitado,Comunidade vai ao encontro do mais necessitado - Arquidiocese de Florianópolis,,,(47) 3360-4321; (48) 3224-4799; 2000-2026,"Uma das metas agora é a conclusão da sede própria que está em construção, desde maio de 2014, em uma área de mil metros quadrados. O Centro Social precisa de doações para finalizar os trabalhos. Para colaborar, entre em contato através do telefone (47) 3360-43",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Diocese de Caçador,http://diocesedecacador.org.br/,https://diocesedecacador.org.br/paroquia-santa-cruz-de-canoinhas-realiza-2a-festa-de-todos-os-santos/,Paróquia Santa Cruz de Canoinhas realiza 2ª Festa de Todos os Santos – Diocese de Caçador,,mitradiocesana@diocesedecacador.org.br,(49) 3563-2045,"O Catecismo da Igreja Católica exorta que “Todos os fiéis cristãos, de qualquer estado ou ordem, são chamados à plenitude da vida cristã e à perfeição da caridade. Todos são chamados à santidade”. Esse foi o objetivo do evento, aproximar as crianças dos grande",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 4,Diocese de Caçador,http://diocesedecacador.org.br/,https://diocesedecacador.org.br/caritas-diocesana-de-cacador-recebe-doacao-de-cestas-basicas/,Cáritas Diocesana de Caçador recebe doação de Cestas Básicas – Diocese de Caçador,,mitradiocesana@diocesedecacador.org.br,(49) 3563-2045,"Cáritas Diocesana de Caçador recebe doação de Cestas Básicas – Diocese de Caçador | Cáritas Diocesana de Caçador recebe doação de Cestas Básicas | Cáritas Diocesana de Caçador recebe doação de Cestas Básicas | Cáritas Diocesana de Caçador recebe doação de Cestas Básicas | Em Caçador são aproximadamente 1.800 famílias cadastradas na Cáritas Solidariedade. A irmã Noemi Klaus Varela, que integra a entidade, disse que as doações recebidas irão beneficiar muitas famílias de baixa renda atendidas na cidade de e também nas paróquias v | A voluntária da Cáritas Solidariedade de Caçador, Tereza Guzela também agradeceu em nome da diretoria pelas doações recebidas. “Agradecemos de coração a Associação Evangelizar É Preciso por essa doação em forma de alimentos. Essas cestas básicas são muito bem-",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Osório,http://www.diocesedeosorio.org/,https://www.diocesedeosorio.org/dom-jaime-realiza-visita-pastoral-a-paroquia-nossa-senhora-da-piedade-e-destaca-fe-e-perseveranca-da-comunidade-em-maquine.html,Dom Jaime realiza Visita Pastoral à Paróquia Nossa Senhora da Piedade em Maquiné « Diocese de Osório,,,,"Após o almoço e um breve descanso, às 15h, encontramos as coordenadoras das Capelinhas e do Apostolado da Oração, também na igreja. Notei certo desânimo diante dos poucos resultados alcançados, especialmente pela dificuldade em atrair novos membros e pela irre",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Osório,http://www.diocesedeosorio.org/,https://www.diocesedeosorio.org/visita-pastoral-evidencia-vitalidade-e-compromisso-evangelizador-da-paroquia-nossa-senhora-de-lourdes-de-capao-da-canoa.html,Visita Pastoral mostra vitalidade e compromisso evangelizador da Paróquia N. S. de Lourdes de Capão da Canoa « Diocese de Osório,,,,"Pela tarde, a partir das 14h30, visitamos três atividades de acolhida e cuidado com pessoas idosas: o Residencial Webber, com 32 idosos (masculino e feminino); o Lar Desengrini, que atende 15 pessoas; e o Lar Nossa Casa, com 13 pessoas, acompanhados pela Terez | Na sexta-feira, dia 28/11, iniciamos com a celebração das Lourdes, junto com o diácono Rafael Petry e o candidato ao diaconato Daniel. Depois, com o Pe. Jair, saímos para visitar as comunidades que têm obras em andamento. Começamos pela torre da Igreja Nossa S",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Osório,http://www.diocesedeosorio.org/,https://www.diocesedeosorio.org/assembleia-diocesana-de-pastoral-reune-clero-e-as-principais-liderancas-da-igreja-catolica-no-litoral-norte-em-xangri-la-no-proximo-sabado.html,Assembleia Diocesana de Pastoral reunirá o clero e as principais lideranças em Xangri-Lá « Diocese de Osório,,,2019-2023,"A Assembleia acontece anualmente e devem participar todos os presbíteros, diáconos, coordenadores diocesanos de pastorais e movimentos e os coordenadores paroquiais de cada força pastoral: Catequese, Conselhos Paroquiais e dízimo, Pastoral Litúrgica, Pastorais",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
Regional Sul 3,Diocese de Osório,http://www.diocesedeosorio.org/,https://www.diocesedeosorio.org/comunidades-paroquiais-reunem-seus-animadores-de-grupos-de-familias.html,Comunidades paroquiais reúnem seus animadores de Grupos de Famílias « Diocese de Osório,,,,"Do encontro alguns compromissos foram assumidos, como por exemplo, descobrir e aprofundar no ano de 2018 o tema “COMUNIDADE: Casa da CARIDADE”, a qual suscita uma esperança de renovação de todas as comunidades a partir da prática e reflexão deste tema. Essas a",2026-06-07,detectado_automaticamente_em_site_publico; requer_confirmacao_manual
